index,address,Trzaskowski_first,Nawrocki_first,Trzaskowski_second,Nawrocki_second
14794,"Szkoła Podstawowa nr 373, ul. Angorska 2, 03-913 Warszawa",824,343,1478,576
14795,"Szkoła Podstawowa nr 374, ul. Boremlowska 6/12, 04-309 Warszawa",579,241,40,469
14798,"Szkoła Podstawowa nr 38 im. Henryka Sienkiewicza, ul. Pana Wołodyjowskiego 13, 20-627 Lublin",707,537,1203,899
14799,"Szkoła Podstawowa nr 38 im. dr. Henryka Jordana, ul. Krochmalna 21, 93-144 Łódź",1078,693,1711,1198
14800,"Szkoła Podstawowa nr 38, ul. Węgierska 11, 85-858 Bydgoszcz",1373,619,2094,1019
14801,"Szkoła Podstawowa nr 38, ul. gen. Władysława Sikorskiego 56, 42-200 Częstochowa",628,667,1459,1192
14802,"Szkoła Podstawowa nr 381, ul. Michała Drzymały 1, 02-495 Warszawa",638,462,997,785
14803,"Szkoła Podstawowa nr 384, ul. Kajakowa 10, 02-838 Warszawa",1545,573,280,1011
14804,"Szkoła Podstawowa nr 385, ul. Klimatyczna 1, 05-077 Warszawa",1250,487,872,973
14805,"Szkoła Podstawowa nr 386, ul. Grenady 16, 01-154 Warszawa",951,571,1600,963
14806,"Szkoła Podstawowa nr 388, ul. Deotymy 25/33, 01-407 Warszawa",495,263,879,496
14808,"Szkoła Podstawowa nr 39 im. Stanisława Moniuszki, ul. Marii Krzyżanowskiej 8, 25-435 Kielce",676,480,1047,863
14809,"Szkoła Podstawowa nr 39 im. Szarych Szeregów, ul. Krężnicka 156, 20-518 Lublin",286,391,526,709
14811,"Szkoła Podstawowa nr 39, ul. adm. J. Unruga 88, 81-181 Gdynia",1377,730,1146,1251
14813,"Szkoła Podstawowa nr 392, al. Aleja Wojska Polskiego 1A, 01-524 Warszawa",631,340,113,571
14814,"Szkoła Podstawowa nr 396, ul. Anny German 5A, 01-794 Warszawa",2906,465,1954,1100
14815,"Szkoła Podstawowa nr 397, ul. Afrykańska 11, 03-966 Warszawa",1325,422,289,788
14816,"Szkoła Podstawowa nr 4 Hala Sportowa, ul. Wisławy Szymborskiej 1, 42-500 Będzin",1026,573,1603,1067
14817,"Szkoła Podstawowa nr 4 Orzesze-Jaśkowice, ul. Stuska 10, 43-180 Orzesze",289,452,519,847
14818,"Szkoła Podstawowa nr 4 im. Adama Mickiewicza, ul. Hiacyntowa 69, 20-143 Lublin",625,679,1051,1163
14820,"Szkoła Podstawowa nr 4 im. Henryka Sienkiewicza w Świdnicy, ul. Karola Marcinkowskiego 4 - 6, 58-105 Świdnica",1101,708,1587,1037
14821,"Szkoła Podstawowa nr 4 im. I Dywizji Piechoty w Giżycku, ul. 3 Maja 21, 11-500 Giżycko",506,225,886,486
14822,"Szkoła Podstawowa nr 4 im. Jana Brzechwy w Swarzędzu, os. Kościuszkowców 4, 62-020 Swarzędz",914,434,1394,768
14824,"Szkoła Podstawowa nr 4 im. Jana Pawła II w Rybniku, ul. Karola Miarki 74, 44-203 Rybnik",716,618,1121,1143
14827,"Szkoła Podstawowa nr 4 im. Janusza Korczaka, ul. Narutowicza 10, 05-071 Sulejówek",753,702,1192,1275
14830,"Szkoła Podstawowa nr 4 im. Komisji Edukacji Narodowej, al. marsz. Józefa Piłsudskiego 101, 92-329 Łódź",673,224,189,536
14831,"Szkoła Podstawowa nr 4 im. Marii Skłodowskiej-Curie w Aleksandrowie Łódzkim, al. Wyzwolenia 3, 95-070 Aleksandrów Łódzki",1314,809,1136,1545
14837,"Szkoła Podstawowa nr 4 im. Romana Podoskiego w Oleśnicy, ul. Ignacego Paderewskiego 2, 56-400 Oleśnica",479,419,773,698
14838,"Szkoła Podstawowa nr 4 im. ks. Kazimierza Aleksandra Hamerszmita wejście B od ul. Spokojnej, ul. Wojska Polskiego 13, 16-400 Suwałki",310,296,533,631
14839,"Szkoła Podstawowa nr 4 im. ks. Kazimierza Aleksandra Hamerszmita wejście C, ul. Wojska Polskiego 13, 16-400 Suwałki",340,303,548,649
14841,"Szkoła Podstawowa nr 4 w Kościanie, ul. abpa Antoniego Baraniaka 1, 64-000 Kościan",793,396,1274,740
14843,"Szkoła Podstawowa nr 4 w Obornikach, ul. Obrzycka 88, 64-600 Oborniki",1324,594,1955,1098
14844,"Szkoła Podstawowa nr 4 w Wieliczce (filia), ul. Sadowa 1B, 32-020 Wieliczka",433,361,778,709
14846,"Szkoła Podstawowa nr 4 z Oddziałami Integracyjnymi, ul. Ludowa 11, 58-260 Bielawa",361,248,548,528
14848,"Szkoła Podstawowa nr 4 z Oddziałami Sportowymi i Mistrzostwa Sportowego im. Otylii Jędrzejczak w Żorach, ul. Boryńska 38c, 44-240 Żory",989,870,1574,1475
14851,"Szkoła Podstawowa nr 4, ul. 1 Maja 10, 62-030 Luboń",491,237,879,457
14855,"Szkoła Podstawowa nr 4, ul. Henrykowska 1, 64-100 Leszno",542,306,898,591
14856,"Szkoła Podstawowa nr 4, ul. Jana Kasprowicza 16, 83-000 Pruszcz Gdański",1290,474,1142,978
14861,"Szkoła Podstawowa nr 4, ul. Kupiecka 1, 78-100 Kołobrzeg",1037,503,1469,832
14863,"Szkoła Podstawowa nr 4, ul. Niepodległości 99, 44-370 Pszów",397,507,631,947
14867,"Szkoła Podstawowa nr 4, ul. Stanisława Moniuszki 36, 21-500 Biała Podlaska",382,474,689,67
14869,"Szkoła Podstawowa nr 4, ul. Stanisława Staszica 25, 96-500 Sochaczew",747,482,1079,854
14872,"Szkoła Podstawowa nr 4, ul. Tadeusza Kościuszki 19, 44-330 Jastrzębie-Zdrój",819,950,1333,1749
14873,"Szkoła Podstawowa nr 4, ul. Łąkowa 36, 84-240 Reda",1319,599,208,1203
14875,"Szkoła Podstawowa nr 40 im. Lubelskiego Lipca 1980, ul. Róży Wiatrów 9, 20-468 Lublin",552,579,867,922
14876,"Szkoła Podstawowa nr 40, ul. Gospodarska 1, 81-068 Gdynia",848,467,1345,818
14877,"Szkoła Podstawowa nr 40, ul. Rozewska 33, 81-055 Gdynia",1021,451,1657,765
14878,"Szkoła Podstawowa nr 400, ul. Oś Królewska 25, 02-972 Warszawa",1541,283,507,546
14880,"Szkoła Podstawowa nr 403, ul. Kacpra Karlińskiego 6, 01-262 Warszawa",775,199,513,484
14881,"Szkoła Podstawowa nr 405, ul. Na Uboczu 9, 02-791 Warszawa",1549,509,335,898
14882,"Szkoła Podstawowa nr 408, ul. Arkuszowa 202, 01-934 Warszawa",828,395,301,696
14883,"Szkoła Podstawowa nr 41 im. Króla Władysława Jagiełły, ul. Rajdowa 18, 94-003 Łódź",1285,461,844,838
14884,"Szkoła Podstawowa nr 41, ul. Drewniana 8, 00-345 Warszawa",768,263,303,450
14885,"Szkoła Podstawowa nr 41, ul. Okólna 31/39, 42-218 Częstochowa",1055,476,1525,767
14886,"Szkoła Podstawowa nr 41, ul. Romualda Traugutta 12, 85-122 Bydgoszcz",739,329,1202,612
14888,"Szkoła Podstawowa nr 42 im. K. Ildefonsa Gałczyńskiego, ul. Rycerska 9, 20-718 Lublin",435,403,662,697
14889,"Szkoła Podstawowa nr 42 im. Stanisława Staszica, ul. Przyszkole 42, 93-552 Łódź",646,308,34,557
14890,"Szkoła Podstawowa nr 42, al. Aleja Armii Krajowej 68a, 42-215 Częstochowa",619,536,1014,854
14891,"Szkoła Podstawowa nr 42, ul. Wałbrzyska 50, 52-314 Wrocław",2122,644,1669,1371
14892,"Szkoła Podstawowa nr 43 im. Ignacego Jana Paderewskiego, ul. Józefa Śliwińskiego 5, 20-861 Lublin",599,555,951,902
14893,"Szkoła Podstawowa nr 43 z Oddziałami Integracyjnymi, ul. Grochowa 36 - 38, 53-424 Wrocław",1375,792,1798,1509
14895,"Szkoła Podstawowa nr 44, ul. Wilanowska 31, 51-206 Wrocław",644,343,38,609
14897,"Szkoła Podstawowa nr 45 im. Jana Matejki, ul. Bojowników Getta Warszawskiego 3, 91-431 Łódź",583,272,979,561
14898,"Szkoła Podstawowa nr 45 im. Okrętu Rzeczypospolitej Polskiej Poznań, ul. Harcerska 3, 61-011 Poznań",981,345,1028,888
14902,"Szkoła Podstawowa nr 46 im. Marii Dąbrowskiej, ul. Inowrocławska 19, 61-044 Poznań",989,417,1791,826
14903,"Szkoła Podstawowa nr 46, ul. Kombatantów 2, 85-829 Bydgoszcz",914,498,1392,781
14905,"Szkoła Podstawowa nr 47 im. Józefa Ignacego Kraszewskiego, ul. Zdrowa 1, 20-383 Lublin",348,405,561,712
14907,"Szkoła Podstawowa nr 48 im. Józefa Piłsudskiego, ul. Jana Kasprowicza 112, 20-232 Lublin",208,442,398,839
14908,"Szkoła Podstawowa nr 48 im. Stanisława Moniuszki, ul. Rydzowa 15, 91-211 Łódź",1443,690,1136,1108
14909,"Szkoła Podstawowa nr 48 im. gen. Oswalda Franka, ul. Sarmacka 105, 61-616 Poznań",2216,614,2797,1246
14910,"Szkoła Podstawowa nr 48, ul. Jowisza 60, 81-601 Gdynia",531,441,1245,814
14911,"Szkoła Podstawowa nr 48, ul. Leona Schillera 5, 42-224 Częstochowa",1460,972,2239,1491
14912,"Szkoła Podstawowa nr 48, ul. Stefanii Sempołowskiej 4, 00-574 Warszawa",618,261,140,461
14915,"Szkoła Podstawowa nr 5 im. Alfreda Wierusz-Kowalskiego wejście A, ul. Klonowa 51, 16-400 Suwałki",471,364,711,681
14919,"Szkoła Podstawowa nr 5 im. Dzieci Polskich w Pile-sala gimnastyczna, ul. aleja Niepodległości 18, 64-920 Piła",645,305,1019,599
14920,"Szkoła Podstawowa nr 5 im. Grzegorza Piramowicza, ul. Zamkowa 65, 95-200 Pabianice",656,462,1127,799
14922,"Szkoła Podstawowa nr 5 im. Jana Matejki w Bochni, ul. Kazimierza Wielkiego 71, 32-700 Bochnia",365,475,640,828
14925,"Szkoła Podstawowa nr 5 im. Powstańców Śląskich, ul. Szkolna 4, 43-173 Łaziska Górne",539,330,852,671
14930,"Szkoła Podstawowa nr 5 im. Zjednoczonej Europy, ul. Kamienna 18, 82-500 Kwidzyn",802,401,1110,698
14932,"Szkoła Podstawowa nr 5 im. prof. Adama Wodziczki w Swarzędzu, os. Macieja Mielżyńskiego 3a, 62-020 Swarzędz",2211,790,3390,1512
14934,"Szkoła Podstawowa nr 5 im. Żołnierzy Armii Krajowej (wejście A), ul. Geodetów 45, 07-200 Wyszków",297,407,477,776
14935,"Szkoła Podstawowa nr 5 im. Żołnierzy Armii Krajowej (wejście B), ul. Geodetów 45, 07-200 Wyszków",304,468,533,854
14936,"Szkoła Podstawowa nr 5 im. Żołnierzy Armii Krajowej (wejście C), ul. Geodetów 45, 07-200 Wyszków",216,305,364,585
14937,"Szkoła Podstawowa nr 5 w Ełku, Sala nr 16, parter, ul. św. Maksymiliana Marii Kolbe 11, 19-300 Ełk",399,334,657,708
14938,"Szkoła Podstawowa nr 5 w Ełku, Stołówka Szkolna, parter, ul. św. Maksymiliana Marii Kolbe 11, 19-300 Ełk",498,339,884,829
14948,"Szkoła Podstawowa nr 5, ul. Generała Gustawa Orlicz-Dreszera 3, 08-110 Siedlce",705,711,1105,1500
14949,"Szkoła Podstawowa nr 5, ul. Gronowska 45, 64-100 Leszno",594,270,986,537
14950,"Szkoła Podstawowa nr 5, ul. Grunwaldzka 15, 38-400 Krosno",403,572,691,951
14951,"Szkoła Podstawowa nr 5, ul. Hugona Kołłątaja 1, 62-030 Luboń",1215,372,962,842
14953,"Szkoła Podstawowa nr 5, ul. Jarzębinowa 6, 21-040 Świdnik",1368,1357,2366,2525
14954,"Szkoła Podstawowa nr 5, ul. Jelenia 7, 54-242 Wrocław",1575,679,2146,1378
14958,"Szkoła Podstawowa nr 5, ul. Rekowska 36, 84-240 Reda",668,324,115,752
14960,"Szkoła Podstawowa nr 5, ul. Siedlecka 56, 21-400 Łuków",337,724,544,1139
14961,"Szkoła Podstawowa nr 5, ul. Szkolna 14, 05-500 Piaseczno",1652,974,2681,1782
14963,"Szkoła Podstawowa nr 5, ul. Słocińska 4, 35-330 Rzeszów",730,961,1271,803
14964,"Szkoła Podstawowa nr 5, ul. Wiatraczna 5, 78-400 Szczecinek",619,347,893,671
14968,"Szkoła Podstawowa nr 5, ul. Łowiecka 50c, 64-100 Leszno",647,194,56,460
14970,"Szkoła Podstawowa nr 5, ul. Żwirki i Wigury 1, 87-100 Toruń",1245,636,1952,1090
14971,"Szkoła Podstawowa nr 50 im. Kardynała Stefana Wyszyńskiego, ul. Roztocze 14, 20-722 Lublin",760,556,1143,916
14973,"Szkoła Podstawowa nr 50, ul. Jagiellońska 7, 03-721 Warszawa",927,483,744,772
14974,"Szkoła Podstawowa nr 50, ul. Stefana Starzyńskiego 10, 42-224 Częstochowa",1809,1082,1720,1773
14975,"Szkoła Podstawowa nr 51 im. Bronisława Szwarca, os. Lecha 37, 61-294 Poznań",1352,531,227,914
14976,"Szkoła Podstawowa nr 51 im. Jana Pawła II, ul. Bursztynowa 22, 20-576 Lublin",1223,822,2225,1581
14977,"Szkoła Podstawowa nr 51 im. Stefana Linkego, ul. Konstantego Ciołkowskiego 11A, 93-510 Łódź",893,461,1300,769
14978,"Szkoła Podstawowa nr 51, ul. Jana Krzysztofa Kluka 11A, 15-197 Białystok",177,176,468,588
14979,"Szkoła Podstawowa nr 51, ul. Krępicka 50, 54-018 Wrocław",1858,948,2152,1899
14980,"Szkoła Podstawowa nr 52 im. Marii Konopnickiej, ul. Władysława Jagiełły 11, 20-281 Lublin",695,737,1297,1524
14981,"Szkoła Podstawowa nr 52, ul. Dojlidy Górne 48, 15-572 Białystok",1022,902,1849,1732
14982,"Szkoła Podstawowa nr 52, ul. Powstańców Warszawy 144a, 42-271 Częstochowa",544,488,995,875
14983,"Szkoła Podstawowa nr 52, ul. Stefana Okrzei 6, 81-228 Gdynia",506,243,870,443
14984,"Szkoła Podstawowa nr 53, ul. Rudzka 6, 01-689 Warszawa",1757,722,1860,1188
14985,"Szkoła Podstawowa nr 53, ul. Szopienicka 58A, 40-431 Katowice",967,689,1702,1369
14986,"Szkoła Podstawowa nr 53, ul. Władysława Orkana 95/109, 42-229 Częstochowa",1735,1166,2655,1961
14987,"Szkoła Podstawowa nr 54 im. Jana Kasprowicza, ul. Małoszyńska 38, 60-176 Poznań",1385,365,1450,687
14988,"Szkoła Podstawowa nr 54 im. Kornela Makuszyńskiego, ul. Wróbla 5, 91-050 Łódź",731,451,1209,840
14990,"Szkoła Podstawowa nr 55 im. Eugeniusza Lokajskiego, ul. Antoniego Mackiewicza 9, 91-349 Łódź",812,321,191,572
14991,"Szkoła Podstawowa nr 55 im. Jurija Gagarina, ul. Szpaków 1, 61-065 Poznań",1196,441,1012,830
14992,"Szkoła Podstawowa nr 56 im. Bronisława Czecha, ul. Turoszowska 10, 91-025 Łódź",1139,614,1805,1068
14993,"Szkoła Podstawowa nr 56, ul. Karpacka 30, 85-164 Bydgoszcz",2688,1232,4034,2063
14995,"Szkoła Podstawowa nr 58 im. Jerzego Kukuczki, ul. Ławica 3, 60-186 Poznań",2337,639,556,1114
14999,"Szkoła Podstawowa nr 59 im. gen. J. H. Dąbrowskiego, ul. Baranowska 1, 61-353 Poznań",681,296,20,538
15000,"Szkoła Podstawowa nr 59, ul. Bolesława Chrobrego 5, 40-881 Katowice",942,474,1450,766
15001,"Szkoła Podstawowa nr 6 Orzesze-Zawiść, ul. 1000-lecia 3, 43-180 Orzesze",310,312,534,651
15002,"Szkoła Podstawowa nr 6 im. Hipolita Cegielskiego z Oddziałami Integracyjnymi, os. Rusa 56, 61-245 Poznań",2160,658,477,1303
15003,"Szkoła Podstawowa nr 6 im. Lotników Polskich w Pile, ul. Żeromskiego 41, 64-920 Piła",876,456,1273,846
15006,"Szkoła Podstawowa nr 6 im. Szarych Szeregów, ul. Janusza Kusocińskiego 116, 94-054 Łódź",1692,642,2519,1135
15007,"Szkoła Podstawowa nr 6 im. Tysiąclecia Państwa Polskiego w Świdnicy, ul. Jodłowa 21, 58-100 Świdnica",876,539,1280,864
15011,"Szkoła Podstawowa nr 6 w Kościerzynie, ul. Marii Skłodowskiej-Curie 19, 83-400 Kościerzyna",1570,1014,2428,1817
15013,"Szkoła Podstawowa nr 6 z Oddziałami Integracyjnymi im. Jana Pawła II, ul. Wyrska 4, 43-173 Łaziska Górne",615,570,1001,1135
15015,"Szkoła Podstawowa nr 6, ul. 17 Stycznia 17, 06-400 Ciechanów",464,524,733,872
15017,"Szkoła Podstawowa nr 6, ul. Gliwicka 2, 44-230 Czerwionka-Leszczyny",253,399,414,726
15019,"Szkoła Podstawowa nr 6, ul. Gorlicka 25, 51-314 Wrocław",1185,561,319,1175
15021,"Szkoła Podstawowa nr 6, ul. Ignacego Łukasiewicza 37, 43-502 Czechowice-Dziedzice",311,252,500,535
15026,"Szkoła Podstawowa nr 6, ul. Poznańska 9, 78-100 Kołobrzeg",1300,514,1883,944
15030,"Szkoła Podstawowa nr 6, ul. Wapienna 2, 42-300 Myszków",208,293,368,597
15031,"Szkoła Podstawowa nr 6, ul. Śląska 6, 44-335 Jastrzębie-Zdrój",444,648,746,1039
15033,"Szkoła Podstawowa nr 60 im. Wojciecha Bogusławskiego, ul. Boranta 2, 61-608 Poznań",1011,363,853,1023
15034,"Szkoła Podstawowa nr 60, ul. Bohaterów Kragujewca 10, 85-863 Bydgoszcz",1427,614,2162,1089
15035,"Szkoła Podstawowa nr 60, ul. Glinki 117, 85-861 Bydgoszcz",1342,580,2007,1037
15036,"Szkoła Podstawowa nr 60, ul. Zbaraska 3, 04-014 Warszawa",435,268,799,458
15038,"Szkoła Podstawowa nr 61 im. Komisji Edukacji Narodowej, ul. Szczepankowo 72a, 61-306 Poznań",2383,816,769,1516
15040,"Szkoła Podstawowa nr 61, ul. Skarbowców 8a, 53-025 Wrocław",1462,422,455,786
15042,"Szkoła Podstawowa nr 63, ul. Mennicza 21 - 23, 50-057 Wrocław",348,181,707,348
15044,"Szkoła Podstawowa nr 63, ul. Seweryna Goszczyńskiego 3, 85-134 Bydgoszcz",1862,803,2668,1362
15045,"Szkoła Podstawowa nr 64 im. Hansa Christiana Andersena, ul. Władysława Anczyca 6, 93-262 Łódź",907,611,1580,944
15046,"Szkoła Podstawowa nr 64 im. Marii Konopnickiej, os. Orła Białego 120, 61-251 Poznań",3279,1115,2954,2020
15047,"Szkoła Podstawowa nr 64, ul. Sardynkowa 7, 85-435 Bydgoszcz",2001,909,2930,1653
15048,"Szkoła Podstawowa nr 64, ul. Wojszycka 1, 53-006 Wrocław",1471,353,313,760
15049,"Szkoła Podstawowa nr 65 im. Juliusza Słowackiego, ul. Pojezierska 10, 91-322 Łódź",1305,507,960,951
15051,"Szkoła Podstawowa nr 65, ul. Mścisławska 1, 01-647 Warszawa",1728,545,570,888
15052,"Szkoła Podstawowa nr 65, ul. Tomasza Golloba 7, 85-791 Bydgoszcz",1559,909,2344,1463
15053,"Szkoła Podstawowa nr 66 im. Marii Skłodowskiej-Curie, os. Przyjaźni 127, 61-689 Poznań",920,323,619,606
15055,"Szkoła Podstawowa nr 66, ul. gen. Augusta Emila Fieldorfa ""Nila"" 3, 85-796 Bydgoszcz",1559,535,1385,1072
15056,"Szkoła Podstawowa nr 67 z Oddziałami Dwujęzycznymi i Sportowymi im. Jacka Kuronia, os. Stefana Batorego 101, 60-687 Poznań",2752,700,1825,1460
15057,"Szkoła Podstawowa nr 67, ul. Marcina Kromera 11, 85-790 Bydgoszcz",2893,1466,4440,2628
15058,"Szkoła Podstawowa nr 68, ul. Or-Ota 5, 01-507 Warszawa",829,377,362,594
15059,"Szkoła Podstawowa nr 68, ul. Szczęśliwa 28, 53-446 Wrocław",688,388,1300,724
15060,"Szkoła Podstawowa nr 7 Orzesze-Gardawice, ul. Uczniowska 1, 43-180 Orzesze",240,377,442,797
15063,"Szkoła Podstawowa nr 7 im. Adama Mickiewicza w Pile, ul. aleja Wojska Polskiego 45, 64-920 Piła",657,335,23,632
15064,"Szkoła Podstawowa nr 7 im. Erazma z Rotterdamu, ul. Galileusza 14, 60-159 Poznań",1803,591,1979,1034
15068,"Szkoła Podstawowa nr 7 im. Orląt Lwowskich, ul. Wiosenna 1, 93-535 Łódź",854,467,1364,828
15072,"Szkoła Podstawowa nr 7 im. ks. Stanisława Staszica, ul. Dolnoleżajska 110, 37-500 Jarosław",170,503,296,951
15074,"Szkoła Podstawowa nr 7 w Ełku, Stołówka Szkolna, parter, ul. Jana Kilińskiego 48, 19-300 Ełk",525,435,757,721
15077,"Szkoła Podstawowa nr 7 wejście A, ul. Romualda Minkiewicza 50, 16-400 Suwałki",291,358,415,705
15078,"Szkoła Podstawowa nr 7 wejście B, ul. Romualda Minkiewicza 50, 16-400 Suwałki",270,275,412,558
15080,"Szkoła Podstawowa nr 7 z Oddziałami Integracyjnymi im. Henryka Jordana w Krotoszynie (świetlica), ul. Władysława Jagiełły 4, 63-700 Krotoszyn",390,296,660,604
15083,"Szkoła Podstawowa nr 7, ul. Aleja Armii Krajowej 3, 21-040 Świdnik",716,1096,1173,1702
15086,"Szkoła Podstawowa nr 7, ul. Ignacego Daszyńskiego 11, 67-200 Głogów",736,613,1080,1035
15089,"Szkoła Podstawowa nr 7, ul. Kołłątaja 1, 44-230 Czerwionka-Leszczyny",266,427,455,760
15090,"Szkoła Podstawowa nr 7, ul. Królowej Jadwigi 11, 41-300 Dąbrowa Górnicza",742,404,1227,733
15094,"Szkoła Podstawowa nr 7, ul. Stefana Czarnieckiego 40, 06-400 Ciechanów",635,786,993,1272
15096,"Szkoła Podstawowa nr 7, ul. Tuwima 2, 89-600 Chojnice",747,545,1231,1045
15098,"Szkoła Podstawowa nr 7, ul. Zamkowa 1, 43-190 Mikołów",530,301,855,585
15099,"Szkoła Podstawowa nr 7, ul. dra Ludwika Zamenhofa 23, 42-207 Częstochowa",457,366,745,686
15100,"Szkoła Podstawowa nr 70 im. Mikołaja Kopernika, ul. Piękna 37, 60-591 Poznań",617,180,972,361
15102,"Szkoła Podstawowa nr 71 im. Henryka Sienkiewicza, ul. Rojna 58C, 91-134 Łódź",1327,566,963,938
15103,"Szkoła Podstawowa nr 71 im. Janusza Kusocińskiego, ul. Stanisława Przybyszewskiego 37, 60-356 Poznań",1354,447,1716,924
15104,"Szkoła Podstawowa nr 71, ul. Hugona Kołłątaja 1 - 6, 50-002 Wrocław",379,210,778,409
15106,"Szkoła Podstawowa nr 72 z Oddziałami Dwujęzycznymi i Sportowymi im. Mikołaja Kopernika, ul. Izaaka Newtona 2, 60-161 Poznań",654,220,56,399
15107,"Szkoła Podstawowa nr 72, ul. Ludwika Michała Paca 44, 04-386 Warszawa",1403,724,1030,1443
15110,"Szkoła Podstawowa nr 74 im. Mikołaja Kopernika, ul. Trybunalska 17/25, 60-325 Poznań",933,129,89,477
15111,"Szkoła Podstawowa nr 74, ul. Kleczkowska 2, 50-227 Wrocław",1079,617,2146,1199
15112,"Szkoła Podstawowa nr 75 im. Powstańców Wielkopolskich, ul. Powstańców Wielkopolskich 3, 61-895 Poznań",653,259,1469,548
15113,"Szkoła Podstawowa nr 75, ul. Niecała 14, 00-098 Warszawa",465,218,849,359
15114,"Szkoła Podstawowa nr 76 z Oddziałami Sportowymi, ul. Wandy 13, 53-320 Wrocław",755,306,1289,590
15116,"Szkoła Podstawowa nr 77, ul. Samogłoska 9, 01-980 Warszawa",1388,457,1239,908
15117,"Szkoła Podstawowa nr 77, ul. św. Jerzego 4, 50-518 Wrocław",833,525,1589,943
15118,"Szkoła Podstawowa nr 78 im. prof. Wiktora Degi, ul. Żonkilowa 34, 60-175 Poznań",683,229,45,429
15119,"Szkoła Podstawowa nr 78, ul. Jedności Narodowej 195, 50-303 Wrocław",1575,648,1127,1272
15120,"Szkoła Podstawowa nr 79 im. Łódzkich Olimpijczyków, ul. Pomorska 138, 91-404 Łódź",583,295,212,562
15123,"Szkoła Podstawowa nr 8 im. Kawalerów Orderu Uśmiechu w Świdnicy, ul. Wałbrzyska 39, 58-100 Świdnica",1228,570,1771,1003
15135,"Szkoła Podstawowa nr 8, ul. Kąpielowa 7, 65-383 Zielona Góra",1732,470,1504,869
15136,"Szkoła Podstawowa nr 8, ul. Matejki 29, 67-100 Nowa Sól",1093,577,1586,993
15139,"Szkoła Podstawowa nr 8, ul. Orłowska 27 - 33, 81-522 Gdynia",837,203,178,375
15140,"Szkoła Podstawowa nr 8, ul. Parkowa 2, 59-300 Lubin",814,695,1182,1235
15142,"Szkoła Podstawowa nr 8, ul. Pawła Cymsa 14, 62-200 Gniezno",587,397,998,760
15143,"Szkoła Podstawowa nr 8, ul. Prosta 17, 44-230 Czerwionka-Leszczyny",243,376,417,708
15148,"Szkoła Podstawowa nr 80 im. Kornela Makuszyńskiego, ul. Pogodna 84, 60-137 Poznań",1133,435,1934,892
15149,"Szkoła Podstawowa nr 80, ul. Aspekt 48, 01-904 Warszawa",895,521,318,828
15150,"Szkoła Podstawowa nr 80, ul. Polna 4, 52-120 Wrocław",1172,660,1137,1326
15151,"Szkoła Podstawowa nr 81 im. Bohaterskich Dzieci Łodzi, ul. Emilii Plater 28/32, 91-762 Łódź",1421,582,1347,1137
15152,"Szkoła Podstawowa nr 81, ul. Jastrzębia 26, 53-148 Wrocław",536,194,912,346
15153,"Szkoła Podstawowa nr 81, ul. Puszczyka 6, 02-785 Warszawa",1202,485,847,799
15154,"Szkoła Podstawowa nr 82, ul. Blacharska 13, 53-206 Wrocław",1835,439,918,813
15156,"Szkoła Podstawowa nr 83 im. Stanisława Jachowicza, ul. Podmiejska 21, 93-165 Łódź",1160,544,844,976
15157,"Szkoła Podstawowa nr 83, al. Tadeusza Boya-Żeleńskiego 32, 51-160 Wrocław",672,260,239,516
15159,"Szkoła Podstawowa nr 84 im. Generała Józefa Bema, ul. Wici 16, 91-213 Łódź",1347,648,1146,1082
15160,"Szkoła Podstawowa nr 84 im. Tadeusza Kościuszki, ul. Łozowa 53, 61-448 Poznań",541,214,929,430
15162,"Szkoła Podstawowa nr 84, ul. Łukasza Górnickiego 20, 50-337 Wrocław",772,544,1545,1012
15163,"Szkoła Podstawowa nr 85 im. Kawalerów Maltańskich, ul. Piotra Tomickiego 16, 61-116 Poznań",968,376,1754,803
15166,"Szkoła Podstawowa nr 89 im. Krzysztofa Kamila Baczyńskiego, ul. Sochaczewska 3, 60-645 Poznań",1107,448,1100,814
15167,"Szkoła Podstawowa nr 9 Hala Sportowa, ul. Jedności 38, 42-504 Będzin",615,276,983,587
15169,"Szkoła Podstawowa nr 9 im. Adolfa Dygasińskiego, ul. Adolfa Dygasińskiego 6, 25-120 Kielce",644,338,4,632
15171,"Szkoła Podstawowa nr 9 im. dra Franciszka Witaszka, ul. Józefa Łukaszewicza 9/13, 60-726 Poznań",1091,393,2181,924
15173,"Szkoła Podstawowa nr 9 w Ełku, Aula, parter, ul. mjr. Jana Piwnika ""Ponurego"" 1, 19-300 Ełk",369,427,603,706
15174,"Szkoła Podstawowa nr 9 w Ełku, Stołówka szkolna, parter, ul. mjr. Jana Piwnika ""Ponurego"" 1, 19-300 Ełk",484,447,827,997
15177,"Szkoła Podstawowa nr 9, ul. Fikusowa 8, 62-510 Konin",1213,715,722,1154
15180,"Szkoła Podstawowa nr 9, ul. Legionowa 7, 15-281 Białystok",818,524,1465,976
15181,"Szkoła Podstawowa nr 9, ul. Legnicka 1, 59-300 Lubin",490,449,710,795
15184,"Szkoła Podstawowa nr 9, ul. Miła 58, 35-314 Rzeszów",773,622,1509,1558
15186,"Szkoła Podstawowa nr 9, ul. Nyska 66, 50-505 Wrocław",1557,568,1594,1355
15187,"Szkoła Podstawowa nr 9, ul. Panewnicka 172, 40-772 Katowice",792,251,153,409
15188,"Szkoła Podstawowa nr 9, ul. Stanisława Szczepanowskiego 14, 64-100 Leszno",709,269,134,614
