index,address,Trzaskowski_first,Nawrocki_first,Trzaskowski_second,Nawrocki_second
2217,"Dom Ludowy w Wysokiej Głogowskiej, Wysoka Głogowska 302, 36-061 Wysoka Głogowska",142,666,289,140
2242,"Dom Ludowy w Święcanach, Święcany 1, 38-242 Skołyszyn",139,523,227,878
2264,"Dom Ludowy, Dąbrówka Nagórna ul. Radomska 54, 26-652 Zakrzew",140,440,262,768
2281,"Dom Ludowy, Lipnica Wielka 521, 34-483 Lipnica Wielka",79,416,131,729
2294,"Dom Ludowy, Okocim ul. Goetzów Okocimskich 83, 32-800 Brzesko",187,339,320,646
2307,"Dom Ludowy, Siemiechów 282, 33-181 Siemiechów",55,493,108,879
2325,"Dom Ludowy, Zagórzany 208, 38-333 Zagórzany",228,513,381,819
2330,"Dom Ludowy, ul. Jana Pawła II 11, 33-180 Gromnik",179,885,323,1476
2331,"Dom Ludowy, ul. Jana Pawła II 57, 34-442 Łapsze Niżne",89,315,161,608
2332,"Dom Ludowy, ul. Krakowska 98, 32-851 Jadowniki",275,683,461,176
2347,"Dom Muz-Filia Rudak, ul. Okólna 169, 87-100 Toruń",1162,391,965,887
2367,"Dom Osiedlowy Stare Stawy, ul. Zagrodowa 1, 32-600 Oświęcim",537,312,844,623
2370,"Dom Osiedlowy, ul. Zjednoczenia 4, 62-003 Biedrusko",889,211,381,530
2374,"Dom Parafialny w Iwoniczu, Iwonicz ul. Długa 33, 38-440 Iwonicz-Zdrój",161,488,250,787
2375,"Dom Parafialny w Russocicach, Russocice 19A, 62-710 Władysławów",110,357,203,672
2377,"Dom Parafialny w Zawoi Centrum (sala widowiskowa), Zawoja 1476, 34-222 Zawoja",231,376,413,693
2499,"Dom Pomocy Społecznej dla Kombatantów, ul. Powstańców Śląskich 4, 35-610 Rzeszów",568,514,41,121
2876,"Dom Pomocy Społecznej, ul. Kardynała Wyszyńskiego 16, 39-300 Mielec",287,315,436,632
2998,"Dom Strażaka w Bratkowicach, Bratkowice 400, 36-055 Bratkowice",138,587,303,911
3039,"Dom Strażaka w Ostrowie, Ostrów 224, 39-103 Ostrów",95,392,216,685
3066,"Dom Strażaka w Wielogórze, Wielogóra ul. Kwiatowa 1, 26-660 Jedlińsk",237,606,418,76
3082,"Dom Strażaka w Świlczy, Świlcza 151, 36-072 Świlcza",277,468,461,887
3097,"Dom Strażaka, ul. Kościelna 41, 43-512 Bestwina",448,363,673,699
3099,"Dom Strażaka, ul. Rostków 7, 44-336 Jastrzębie-Zdrój",344,540,569,3
3105,"Dom Studencki ""Dwudziestolatka"", ul. Piastowska 1, 50-359 Wrocław",350,240,803,466
3106,"Dom Studencki ""FILON"", ul. Cicha 4, 35-326 Rzeszów",308,282,615,688
3107,"Dom Studencki ""Parawanowiec"", pl. Grunwaldzki 28, 50-363 Wrocław",421,208,838,371
3108,"Dom Studencki Arka, ul. Karola Olszewskiego 25, 51-642 Wrocław",625,279,19,492
3110,"Dom Studencki Nr 1 Olimp w Krakowie, ul. Józefa Rostafińskiego 9, 30-072 Kraków",96,73,485,263
3116,"Dom Studenta Nr 3 ""Bliźniak"", ul. Akademicka 5, 26-600 Radom",389,400,598,689
3117,"Dom Sztuki-Gdański Archipelag Kultury, Gdańsk ul. Wilhelma Stryjewskiego 25, 80-625 Gdańsk 8",823,580,1284,981
3124,"Dom Wiejski, Bieńkówka 523, 34-212 Bieńkówka",116,518,204,952
3147,"Dworek Drzewiarza, ul. Drzewiarza 2, 84-241 Gościcino",284,278,493,580
3153,"Dwujęzyczna Szkoła Podstawowa Europejczyk w Szerokiem, Szerokie 107A, 20-050 Lublin",488,370,787,678
3192,"Dzienny Dom Pomocy Społecznej, ul. Księcia Józefa 1, 05-800 Pruszków",680,361,40,573
3197,"Dzienny Dom Senior + w Różanie, ul. Gdańska 4/3, 06-230 Różan",190,362,313,656
3224,"Dębnowski Ośrodek Kultury, ul. Ignacego Daszyńskiego 20, 74-400 Dębno",594,289,856,608
3233,"Ekologiczna Szkoła Społeczna, ul. Kujawska 8A, 84-230 Rumia",761,332,281,670
3234,"Elektroniczne Zakłady Naukowe, ul. Braniborska 57, 53-680 Wrocław",1026,619,1419,1220
3237,"Europejskie Centrum Młodzieży Euroregionu NYSA, ul. Parkowa 5, 59-400 Jawor",523,345,846,628
3242,"Ełckie Centrum Kultury w Ełku, Sala Zebra, parter, ul. Wojska Polskiego 47, 19-300 Ełk",398,316,631,605
3243,"Ełckie Centrum Kultury w Ełku, Sala nr 20 (Galeria), I piętro, ul. Wojska Polskiego 47, 19-300 Ełk",364,336,595,660
3261,"Filia Centrum Kultury i Biblioteki Publicznej, ul. Poznańska 11, 62-001 Chludowo",472,252,744,543
3266,"Filia Domu Kultury w Jastkowicach, Jastkowice ul. Armii Krajowej 18, 37-403 Pysznica",200,321,325,629
3271,"Filia GOKiW w Brzezinach, Brzeziny 168, 39-111 Brzeziny",76,578,129,970
3277,"Filia Gminnego Ośrodka Kultury, ul. Topolowa 2/106, 05-500 Mysiadło",374,317,555,631
3283,"Filia Gminnej Biblioteki Publicznej w Kopciach, Kopcie 19, 07-110 Grębków",63,370,100,656
3293,"Filia Miejskiego Domu Kultury w Kolbuszowej Górnej, Kolbuszowa Górna 380, 36-100 Kolbuszowa",194,641,359,1124
3300,"Filia Miejskiego Ośrodka Kultury, ul. Targowa 65, 05-120 Legionowo",495,363,780,647
3302,"Filia Miejskiej Biblioteki Publicznej w Nowej Rudzie, ul. Słupiecka 2, 57-402 Nowa Ruda",840,425,1192,739
3309,"Filia Nr 1 Miejskiej Biblioteki Publicznej, ul. Księdza Stanisława Zielińskiego 3, 23-204 Kraśnik",358,518,574,862
3313,"Filia Nr 2 Miejskiej Biblioteki Publicznej, ul. Piaskowa 20, 23-200 Kraśnik",242,460,407,784
3317,"Filia Ośrodka Kultury, pl. plac Skarbińskich 1, 42-506 Będzin",512,295,893,576
3320,"Filia Przedszkola Publicznego Nr 50, ul. Junacka 13, 70-494 Szczecin",189,400,773,690
3325,"Filia Szkoła Podstawowa Nr 84 im. Waleriana Łukasińskiego, ul. Radzymińska 232, 03-611 Warszawa",884,421,300,709
3329,"Filia Szkoły Podstawowej Nr 3, ul. Powstańców 60, 05-091 Ząbki",1233,628,303,1532
3330,"Filia Szkoły Podstawowej Nr 342, ul. Topolowa 15, 03-138 Warszawa",1132,415,1735,780
3332,"Filia Szkoły Podstawowej nr 154, ul. Sprawna 35A, 03-147 Warszawa",1320,588,1191,1200
3335,"Filia Szkoły Podstawowej w Kurowicach z/s w Woli Rakowej, Wola Rakowa ul. Szkolna 3, 95-006 Brójce",171,390,313,675
3346,"Filia nr 8 Miejskiej Biblioteki Publicznej, Strzemieszyce, ul. Ofiar Katynia 93, 42-530 Dąbrowa Górnicza",650,411,1064,839
3351,"Filia Żłobka Miejskiego nr 1 ""Króla Maciusia"" w Pruszczu Gdańskim, ul. Eugeniusza Romera 1, 83-000 Pruszcz Gdański",711,209,274,568
3355,"Firma Dariusz Głowacki ""DAGO"", ul. Grzybowa 52B, 21-500 Biała Podlaska",354,551,607,37
3356,"Firma Samochodowa KAJA, ul. adm. J. Unruga 182, 81-153 Gdynia",799,513,1256,921
3362,"Fundacja JiM, ul. Tatrzańska 105, 93-279 Łódź",633,329,69,588
3365,"Fundacja Navicula Centrum, ul. Krzysztofa Cedry 2, 91-129 Łódź",909,367,437,704
3373,"GOKiW w Wielopolu Skrzyńskim, Wielopole Skrzyńskie 202, 39-110 Wielopole Skrzyńskie",91,435,188,872
3374,"GOPS w Liszkach, ul. Św. Jana Kantego 5, 32-060 Liszki",155,469,329,761
3391,"Gdański Zarząd Dróg i Zieleni, Gdańsk ul. Partyzantów 36, 80-254 Gdańsk 6",391,148,779,251
3392,"Gdański Zespół Schronisk i Sportu Szkolnego Filia SSM, Gdańsk ul. Kartuska 245B, 80-122 Gdańsk 18",767,282,285,485
3397,"Generalna Dyrekcja Dróg Krajowych i Autostrad Oddział w Olsztynie, al. Aleja Warszawska 89, 10-083 Olsztyn",485,303,942,587
3405,"Gminna Biblioteka Publiczna Filia w Hucie Dąbrowie, Huta-Dąbrowa ul. Hutnicza 22, 21-470 Krzywda",89,531,155,896
3411,"Gminna Biblioteka Publiczna w Adamowie, ul. gen. Franciszka Kleeberga 5c, 21-412 Adamów",165,482,293,812
3418,"Gminna Biblioteka Publiczna w Czudcu, ul. Słoneczna 2, 38-120 Czudec",139,410,253,840
3422,"Gminna Biblioteka Publiczna w Jasieńcu, ul. Warecka 42, 05-604 Jasieniec",223,374,406,708
3434,"Gminna Biblioteka Publiczna w Regnowie, Regnów 96, 96-232 Regnów",83,425,167,752
3441,"Gminna Biblioteka Publiczna w Urszulinie, ul. Lubelska 31, 22-234 Urszulin",99,319,180,611
3455,"Gminna Biblioteka Publiczna, ul. Kościelna 4, 21-136 Firlej",188,370,328,733
3460,"Gminna Biblioteka Publiczna-Filia Turka, ul. Konwaliowa 3, 20-258 Turka",540,424,1,53
3462,"Gminna Biblioteka Publiczna/Centrum Usług Publicznych w Zbrosławicach, ul. Oświęcimska 2A, 42-674 Zbrosławice",740,339,1109,713
3464,"Gminna Hala Sportowa w Szydłowie, ul. Szkolna 2A, 06-516 Szydłowo",125,296,230,580
3467,"Gminna Hala Sportowo – Widowiskowa, ul. Szkolna 2, 34-436 Maniowy",160,472,341,807
3468,"Gminna Hala Widowiskowo-Sportowa ""LUX"", ul. Ogrodowa 11, 42-582 Rogoźnik",756,323,1181,609
3469,"Gminna Hala Widowiskowo-Sportowa, ul. 3 Maja 6, 55-100 Trzebnica",963,675,1563,1249
3472,"Gminna Sala Sportowa w Cieszkowie, ul. Grunwaldzka 3, 56-330 Cieszków",297,460,576,881
3474,"Gminna Spółdzielnia ""Samopomoc Chłopska"", ul. Lubelska 1, 23-300 Janów Lubelski",190,607,327,953
3484,"Gminne Centrum Edukacji w Wawrzeńczycach (szkoła), Wawrzeńczyce 385, 32-125 Wawrzeńczyce",196,535,367,957
3495,"Gminne Centrum Kultury i Biblioteka Publiczna w Lubochni, Lubochnia Dworska ul. Tomaszowska 2, 97-217 Lubochnia",105,352,156,675
3504,"Gminne Centrum Kultury i Czytelnictwa w Zabrodziu, ul. Wł. St. Reymonta 2, 07-230 Zabrodzie",137,439,263,723
3505,"Gminne Centrum Kultury i Informacji w Kochanowicach, ul. Lubliniecka 5, 42-713 Kochanowice",179,345,335,691
3507,"Gminne Centrum Kultury i Promocji w Godziszowie, Godziszów Trzeci 124A, 23-302 Godziszów",22,756,60,191
3508,"Gminne Centrum Kultury i Rekreacji w Jutrosinie, ul. Adama Mickiewicza 2, 63-930 Jutrosin",304,395,515,793
3521,"Gminne Centrum Kultury w Krzemieniewie, ul. Zielona 6, 64-120 Krzemieniewo",234,205,384,488
3524,"Gminne Centrum Kultury w Wohyniu, pl. 9 Września 1939r. nr 4, 21-310 Wohyń",174,403,319,793
3526,"Gminne Centrum Kultury w Żórawinie, al. Niepodległości 6, 55-020 Żórawina",563,418,900,747
3529,"Gminne Centrum Kultury, Czytelnictwa i Sportu w Rzezawie, budynek biblioteki w Rzezawie, ul. Kościelna 6, 32-765 Rzezawa",219,702,431,210
3536,"Gminne Centrum Kultury, Sportu i Turystyki w Kodniu, ul. Rynek 4, 21-509 Kodeń",224,406,382,815
3561,"Gminne Przedszkole w Hipolitowie, Hipolitów ul. Jałowcowa 20, 05-074 Halinów",203,169,626,582
3563,"Gminne Przedszkole w Laskach, Laski ul. 3 Maja 43, 05-080 Izabelin",511,490,777,819
3564,"Gminne Przedszkole w Malanowie, ul. Szkolna 14, 62-709 Malanów",107,364,219,691
3572,"Gminne Przedszkole w Zamieniu Oddziały Przedszkolne w Zgorzale, ul. Cyraneczki 8, 05-500 Zgorzała",673,202,261,580
3575,"Gminne Przedszkole, ul. Podegrodzka 2a, 33-340 Stary Sącz",275,524,410,871
3576,"Gminne Przedszkole, ul. Stefana Jaracza 1, 33-140 Lisia Góra",250,726,462,1285
3597,"Gminny Ośrodek Kultury ""Jemioła"", ul. Krakowska 124, 34-323 Ślemień",177,526,317,852
3600,"Gminny Ośrodek Kultury ""SOKÓŁ"", ul. Gdyńska 47, 62-004 Czerwonak",623,228,24,438
3608,"Gminny Ośrodek Kultury Sportu i Rekreacji, ul. Adama Mickiewicza 4, 44-360 Lubomia",308,648,532,1198
3614,"Gminny Ośrodek Kultury i Biblioteka Publiczna w Babiaku, ul. Poznańska 2, 62-620 Babiak",225,462,370,786
3616,"Gminny Ośrodek Kultury i Biblioteka w Jerzmanowicach, ul. Centralna 97, 32-048 Jerzmanowice",401,508,620,970
3617,"Gminny Ośrodek Kultury i Biblioteka w Krasnem, Krasne 743, 36-007 Krasne",281,414,486,804
3620,"Gminny Ośrodek Kultury i Czytelnictwa w Białobrzegach, Białobrzegi 1, 37-114 Białobrzegi",119,578,270,155
3621,"Gminny Ośrodek Kultury i Czytelnictwa w Skołyszynie, Skołyszyn 283, 38-242 Skołyszyn",182,441,317,730
3622,"Gminny Ośrodek Kultury i Rekreacji w Czarnej, Czarna 795, 37-125 Czarna",125,331,237,722
3626,"Gminny Ośrodek Kultury i Sportu w Jastkowie ZS. w Dąbrowicy, Dąbrowica ul. Firlejowska 9, 21-008 Tomaszowice",264,332,391,618
3631,"Gminny Ośrodek Kultury i Sportu w Prusicach, ul. Jana Pawła II 7, 55-110 Prusice",251,299,444,598
3638,"Gminny Ośrodek Kultury i Sportu w Wiśniowej, Wiśniowa 320, 32-412 Wiśniowa",135,612,251,51
3661,"Gminny Ośrodek Kultury w Czeremsze, ul. 1-go Maja 77, 17-240 Czeremcha",308,242,528,588
3665,"Gminny Ośrodek Kultury w Dopiewcu, Dopiewiec ul. Szkolna 11, 62-070 Dopiewo",785,177,458,540
3669,"Gminny Ośrodek Kultury w Gaci, Gać 275a, 37-207 Gać",110,294,203,619
3671,"Gminny Ośrodek Kultury w Gilowicach, ul. Krakowska 40, 34-322 Gilowice",291,528,453,892
3672,"Gminny Ośrodek Kultury w Goniądzu, ul. Stary Rynek 23, 19-110 Goniądz",239,404,384,691
3682,"Gminny Ośrodek Kultury w Jasienicy Filia w Rudzicy, Rudzica 124, 43-394 Rudzica",200,405,364,737
3689,"Gminny Ośrodek Kultury w Kalinowie, ul. Mazurska 8, 19-314 Kalinowo",141,276,258,590
3690,"Gminny Ośrodek Kultury w Kazimierzu Biskupim Filia w Posadzie, Posada ul. Tuwima 2, 62-530 Kazimierz Biskupi",497,343,768,631
3691,"Gminny Ośrodek Kultury w Kazimierzu Biskupim, ul. Plac Wolności 2, 62-530 Kazimierz Biskupi",220,471,392,824
3692,"Gminny Ośrodek Kultury w Kleszczewie, ul. Poznańska 6, 63-005 Kleszczewo",385,304,648,595
3694,"Gminny Ośrodek Kultury w Klukowie, ul. Mazowiecka 14, 18-214 Klukowo",33,469,78,777
3706,"Gminny Ośrodek Kultury w Kąkolewnicy, ul. Lubelska 16, 21-302 Kąkolewnica",68,320,135,651
3707,"Gminny Ośrodek Kultury w Lanckoronie, ul. Krakowska 8, 34-143 Lanckorona",245,420,395,824
3712,"Gminny Ośrodek Kultury w Lutomiersku, pl. Jana Pawła II 13, 95-083 Lutomiersk",420,455,627,779
3714,"Gminny Ośrodek Kultury w Majdanie Królewskim, ul. Rzeszowska 8, 36-110 Majdan Królewski",148,664,283,38
3719,"Gminny Ośrodek Kultury w Milejowie, Milejów-Osada ul. Fabryczna 1, 21-020 Milejów",198,278,325,570
3737,"Gminny Ośrodek Kultury w Rymanowie, ul. Grunwaldzka 11, 38-480 Rymanów",288,546,447,944
3743,"Gminny Ośrodek Kultury w Stegnie, ul. Gdańska 60, 82-103 Stegna",592,284,10,626
3746,"Gminny Ośrodek Kultury w Stężycy, ul. Królewska 4, 08-540 Stężyca",237,470,392,769
3751,"Gminny Ośrodek Kultury w Służewie, ul. Brzeska 1, 87-710 Służewo",154,257,256,546
3755,"Gminny Ośrodek Kultury w Trzebieszowie, Trzebieszów Drugi 31, 21-404 Trzebieszów",30,384,77,723
3762,"Gminny Ośrodek Kultury w Wiśniewie, ul. Batalionów Chłopskich 2, 08-112 Wiśniew",108,369,185,729
3767,"Gminny Ośrodek Kultury w Łoniowie, Łoniów 56, 27-670 Łoniów",214,641,371,84
3774,"Gminny Ośrodek Kultury we Wróblewie, Wróblew 17, 98-285 Wróblew",178,490,339,813
3785,"Gminny Ośrodek Kultury, Promocji, Informacji Turystycznej i Biblioteka Publiczna w Istebnej, Istebna 68, 43-470 Istebna",202,683,369,190
3793,"Gminny Ośrodek Kultury, Sportu i Rekreacji w Lipcach Reymontowskich, ul. Reymonta 24, 96-127 Lipce Reymontowskie",178,503,356,837
3794,"Gminny Ośrodek Kultury, Sportu i Rekreacji w Pawłowie, Pawłów 45, 27-225 Pawłów",119,408,232,735
3800,"Gminny Ośrodek Kultury, Sportu i Turystyki w Korycinie, ul. Knyszyńska 2a, 16-140 Korycin",101,364,216,722
3805,"Gminny Ośrodek Kultury, pl. Plac Kościuszki 15, 16-420 Raczki",176,466,337,912
3809,"Gminny Ośrodek Kultury, ul. Ceynowy 1a, 83-314 Somonino",429,498,742,934
3817,"Gminny Ośrodek Kultury, ul. Główna 40, 83-210 Zblewo",281,387,472,708
3821,"Gminny Ośrodek Kultury, ul. Józefa Piłsudskiego 2, 34-520 Poronin",200,433,397,815
3822,"Gminny Ośrodek Kultury, ul. Klonowa 2, 08-550 Kłoczew",57,391,141,674
3832,"Gminny Ośrodek Kultury, ul. Obornicka 1, 64-710 Połajewo",365,496,621,858
3836,"Gminny Ośrodek Kultury, ul. Ostrołęcka 13, 18-411 Śniadowo",31,347,79,636
3841,"Gminny Ośrodek Kultury, ul. Plac Wolności 5, 34-325 Łodygowice",639,831,1089,1584
3850,"Gminny Ośrodek Kultury, ul. Sienkiewicza 3, 63-020 Zaniemyśl",608,269,948,582
3851,"Gminny Ośrodek Kultury, ul. Spółdzielcza 2, 06-560 Konopki",141,328,235,634
3863,"Gminny Ośrodek Kultury, ul. Zielona 3, 22-420 Skierbieszów",141,565,248,984
3868,"Gminny Ośrodek Kultury, Łużna 597, 38-322 Łużna",244,628,401,1208
3882,"Gminny Ośrodek Pomocy Społecznej w Jasienicy Rosielnej, Jasienica Rosielna 240, 36-220 Jasienica Rosielna",109,652,183,28
3901,"Gminny Zespół Szkół w Łagowie, ul. Zapłotnia 2, 26-025 Łagów",115,711,238,1104
3904,"Gminny Zespół Szkół, ul. Szkolna 1, 24-120 Kazimierz Dolny",211,458,394,750
3906,"Gminny Żłobek Kraina Smyka, Józefin ul. Stołeczna 119, 05-074 Halinów",355,325,608,655
3916,"Gościniec Pszowski, ul. Romualda Traugutta 48, 44-370 Pszów",239,320,371,605
3930,"Hajnowski Dom Kultury, ul. Tamary Sołoniewicz 4, 17-200 Hajnówka",452,162,784,461
3931,"Hala Gminastyczna przy SP Rusiec, Rusiec ul. Osiedlowa 72, 05-830 Nadarzyn",609,206,10,504
3936,"Hala Sportowa Akademii Wychowania Fizycznego, ul. Słowiańska 73, 66-400 Gorzów Wielkopolski",684,254,205,626
3938,"Hala Sportowa Koło, ul. Obozowa 60, 01-423 Warszawa",1081,637,1860,1131
3939,"Hala Sportowa MOSiR, ul. Kutnowska 7a, 09-500 Gostynin",554,529,830,888
3947,"Hala Sportowa Reduta, ul. Redutowa 37, 01-106 Warszawa",1286,456,477,1022
3953,"Hala Sportowa Zespołu Szkolno-Przedszkolnego w Wilkowicach, Wilkowice ul. Szkolna 28, 64-115 Święciechowa",657,338,1258,881
3955,"Hala Sportowa Zespołu Szkół Ogólnokształcących Nr 1, ul. Pszenna Nr 10, 33-101 Tarnów",492,432,736,781
3958,"Hala Sportowa im. Zygmunta Karlickiego w Błoniu, ul. Lesznowska 15A, 05-870 Błonie",494,342,848,672
3963,"Hala Sportowa przy Szkole Podstawowej Nr 2 w Koniecpolu, ul. Szkolna 17, 42-230 Koniecpol",361,507,587,838
3965,"Hala Sportowa przy Szkole Podstawowej Nr 7, ul. Bema 30, 63-400 Ostrów Wielkopolski",712,369,1086,721
3968,"Hala Sportowa przy Szkole Podstawowej w Muninie, ul. 3-go Maja 93, 37-514 Munina",216,486,339,785
3969,"Hala Sportowa przy Szkole Podstawowej, Rytro 99, 33-343 Rytro",241,1022,403,1569
3971,"Hala Sportowa przy Zespole Szkół Powiatowych, ul. Szkolna 4b, 06-330 Chorzele",321,522,485,996
3976,"Hala Sportowa w Borzęcinie Górnym, Borzęcin 563, 32-825 Borzęcin",135,565,206,90
3981,"Hala Sportowa w Dylewie, Dylewo ul. Szkolna 1, 07-420 Kadzidło",59,370,118,656
3982,"Hala Sportowa w Dębem Wielkim (sala baletowa), ul. Warszawska 78B, 05-311 Dębe Wielkie",238,306,405,625
3983,"Hala Sportowa w Glinojecku, ul. Ciechanowska 8 C, 06-450 Glinojeck",177,319,309,606
3986,"Hala Sportowa w Konopiskach, ul. Sportowa 7A, 42-274 Konopiska",611,349,1014,649
3994,"Hala Sportowa w Sieprawiu, ul. Księdza Jana Przytockiego 10, 32-447 Siepraw",434,738,757,1259
3995,"Hala Sportowa w Szkole Podstawowej im Jana Pawła II (dawne gimnazjum), ul. Zamkowa 24, 44-187 Wielowieś",242,263,432,612
4008,"Hala Sportowa, ul. Budzyn 12, 06-550 Szreńsk",138,552,219,977
4016,"Hala Sportowa, ul. Partyzantów 10, 55-220 Jelcz-Laskowice",312,321,510,603
4018,"Hala Sportowa, ul. Poezji 5, 04-984 Warszawa",966,576,1645,1091
4020,"Hala Sportowa, ul. Szarych Szeregów 10, 64-320 Buk",690,400,85,734
4021,"Hala Sportowa, ul. Wapienicka 120A, 43-384 Jaworze",764,283,178,625
4026,"Hala Sportowo-Rehabilitacyjna w Drezdenku, ul. Konopnickiej 4, 66-530 Drezdenko",596,389,889,739
4027,"Hala Sportowo-Widowiskowa w Gołuchowie, ul. Czartoryskich 53, 63-322 Gołuchów",424,332,674,642
4028,"Hala Sportowo-Widowiskowa, ul. Generała Chłapowskiego 34, 64-010 Krzywiń",157,323,297,614
4038,"Hala Widowiskowo-Sportowa MOSiR, ul. Kłodnicka 95, 41-706 Ruda Śląska",554,629,897,1146
4041,"Hala Widowiskowo-Sportowa im. Powstańców Wielkopolskich w Miejskiej Górce, ul. Ignacego Buszy 22, 63-910 Miejska Górka",442,462,808,965
4042,"Hala Widowiskowo-Sportowa przy ZSO Nr 1, ul. Juliana Ursyna Niemcewicza 1, 83-000 Pruszcz Gdański",681,270,1087,567
4043,"Hala Widowiskowo-Sportowa w Czerniejewie, ul. Szkolna 3, 62-250 Czerniejewo",380,356,641,745
4044,"Hala Widowiskowo-Sportowa w Dębnie, Dębno 212A, 32-852 Dębno",125,391,268,725
4052,"Hala Widowiskowo-Sportowa, ul. Mickiewicza 22, 84-242 Luzino",206,269,376,555
4053,"Hala Widowiskowo-Sportowa, ul. Mickiewicza 49, 84-230 Rumia",683,260,230,600
4065,"Hala sportowa Zespołu Placówek Oświatowych Nr 2 w Międzyrzecu Podlaskim, ul. Partyzantów 8, 21-560 Międzyrzec Podlaski",217,460,392,843
4073,"Hala sportowa, ul. Wolności 24A, 28-221 Osiek",134,553,185,861
4079,"Hala widowiskowo-sportowa przy Szkole Podstawowej im. Arkadego Fiedlera i Armii Krajowej w Raszkowie z siedzibą w Pogrzybowie, Pogrzybów 1A, 63-440 Raszków",307,339,522,708
4108,"Huta Kultury, ul. Targowa 9, 22-110 Ruda-Huta",158,365,286,717
4109,"I Akademickie LO, ul. Narcyzowa 6, 81-653 Gdynia",1146,406,1757,712
4118,"I Liceum Ogólnokształcące im. Adama Mickiewicza, ul. Adama Mickiewicza 15, 41-700 Ruda Śląska",348,290,562,614
4120,"I Liceum Ogólnokształcące im. B. Chrobrego, ul. prof. Józefa Kostrzewskiego 3, 62-200 Gniezno",1126,523,1795,996
4125,"I Liceum Ogólnokształcące im. Bolesława Prusa, ul. Floriańska 10, 08-110 Siedlce",196,345,333,642
4128,"I Liceum Ogólnokształcące im. Generała Józefa Bema w Ostrołęce, ul. Romualda Traugutta 1, 07-410 Ostrołęka",270,468,473,800
4129,"I Liceum Ogólnokształcące im. Hugona Kołłątaja w Krotoszynie, ul. Kołłątaja 1, 63-700 Krotoszyn",509,288,844,591
4132,"I Liceum Ogólnokształcące im. Jana Śniadeckiego, ul. Stanisława Wyspiańskiego 5, 41-100 Siemianowice Śląskie",371,325,660,655
4134,"I Liceum Ogólnokształcące im. Juliusza Słowackiego, ul. Juliusza Słowackiego 21, 37-700 Przemyśl",297,334,463,639
4135,"I Liceum Ogólnokształcące im. Jędrzeja Śniadeckiego, ul. Stanisława Moniuszki 132, 95-200 Pabianice",1211,684,1895,1107
4142,"I Liceum Ogólnokształcące im. Marii Konopnickiej, ul. Adama Mickiewicza 3, 16-400 Suwałki",427,428,763,786
4151,"I Liceum Ogólnokształcące im. St. Staszica w Pleszewie, ul. Poznańska 38, 63-300 Pleszew",657,408,1012,726
4155,"I Liceum Ogólnokształcące im. Stefana Żeromskiego, ul. Księdza Piotra Ściegiennego 15, 25-033 Kielce",703,308,52,598
4163,"I Liceum Ogólnokształcące w Ełku, Sala gimnastyczna, parter, ul. marsz. Józefa Piłsudskiego 3, 19-300 Ełk",522,366,790,658
4167,"I Liceum Ogólnokształcące w Wieluniu, ul. Nadodrzańska 4, 98-300 Wieluń",686,564,1100,917
4170,"I Liceum Ogólnokształcące z Oddziałami Dwujęzycznymi im. Stanisława Staszica, ul. Graniczna 2, 44-335 Jastrzębie-Zdrój",441,527,718,988
